timestamp,module,worker_id,search_status,mfs,mfs_id,path_from,path_to,check_local,check_remote,dist_type,save_way,min_dist,failcode
2025.02.06 07:23:53.241,MF1,G42097940,failed,1,1847099,1631,1716,63,8,0,true,0,-2
2025.02.06 07:23:53.257,MF1,G42097941,failed,1,1847099,1710,1716,63,8,0,true,0,-2
2025.02.06 07:23:53.288,MF1,G42097943,failed,1,1847027,1631,1716,63,8,0,true,0,-2
2025.02.06 07:23:53.351,MF1,G42097947,failed,1,1847027,1710,1716,63,8,0,true,0,-2
2025.02.06 07:24:03.062,MF1,G42098648,failed,1,1847060,1400,104007,63,8,0,true,0,-2
2025.02.06 07:24:18.895,MF1,G42099610,failed,1,1847280,1740,1746,63,8,0,true,0,-2
2025.02.06 07:24:25.538,MF1,G42099922,failed,1,1847022,1631,104007,63,8,0,true,0,-2
2025.02.06 07:24:47.732,MF1,G42101138,failed,1,1847129,1200,102003,63,8,0,true,0,-2
2025.02.06 07:24:52.389,MF1,G42101367,failed,1,1847281,1740,1746,63,8,0,true,0,-2
2025.02.06 07:24:55.624,MF1,G42101515,failed,1,1847056,1631,1716,63,8,0,true,0,-2
2025.02.06 07:24:59.422,MF1,G42101704,failed,1,1847056,1710,1716,63,8,0,true,0,-2
2025.02.06 07:25:02.813,MF1,G42101897,failed,1,1847044,1631,1716,63,8,0,true,0,-2
2025.02.06 07:25:06.641,MF1,G42102082,failed,1,1847044,1710,1716,63,8,0,true,0,-2
2025.02.06 07:25:09.723,MF1,G42102223,failed,1,1847270,1631,1726,63,8,0,true,0,-2
2025.02.06 07:25:16.624,MF1,G42102463,failed,1,1847270,1720,1726,63,8,0,true,0,-2
2025.02.06 07:25:22.127,MF1,G42102727,failed,1,1847022,1300,103005,63,8,0,true,0,-2
2025.02.06 07:25:41.179,MF1,G42103769,failed,1,1847282,1300,103006,63,8,0,true,0,-2
2025.02.06 07:25:43.539,MF1,G42103904,failed,1,1847110,1631,1716,63,8,0,true,0,-2
2025.02.06 07:25:47.321,MF1,G42104095,failed,1,1847110,1710,1716,63,8,0,true,0,-2
2025.02.06 07:25:49.306,MF1,G42104195,failed,1,1847283,1300,103006,63,8,0,true,0,-2
2025.02.06 07:25:49.384,MF1,G42104205,failed,1,1847247,1631,1726,63,8,0,true,0,-2
2025.02.06 07:25:50.587,MF1,G42104274,failed,1,1847284,1200,102003,63,8,0,true,0,-2
2025.02.06 07:25:55.572,MF1,G42104544,failed,1,1847078,1631,1716,63,8,0,true,0,-2
2025.02.06 07:25:57.229,MF1,G42104647,failed,1,1847247,1720,1726,63,8,0,true,0,-2
2025.02.06 07:25:59.401,MF1,G42104775,failed,1,1847078,1710,1716,63,8,0,true,0,-2
2025.02.06 07:26:37.525,MF1,G42107195,failed,1,1847264,1200,102004,63,8,0,true,0,-2
2025.02.06 07:26:54.870,MF1,G42108080,failed,1,1847268,1631,1726,63,8,0,true,0,-2
2025.02.06 07:27:02.253,MF1,G42108347,failed,1,1847245,1300,103006,63,8,0,true,0,-2
2025.02.06 07:27:02.503,MF1,G42108372,failed,1,1847268,1720,1726,63,8,0,true,0,-2
2025.02.06 07:27:32.698,MF1,G42110110,failed,1,1847249,1631,1726,63,8,0,true,0,-2
2025.02.06 07:27:33.480,MF1,G42110142,failed,1,1847254,1200,102003,63,8,0,true,0,-2
2025.02.06 07:27:39.715,MF1,G42110465,failed,1,1847249,1720,1726,63,8,0,true,0,-2
2025.02.06 07:27:39.793,MF1,G42110477,failed,1,1847263,1631,1726,63,8,0,true,0,-2
2025.02.06 07:27:46.921,MF1,G42110827,failed,1,1847259,1631,1726,63,8,0,true,0,-2
2025.02.06 07:27:48.390,MF1,G42110885,failed,1,1847263,1720,1726,63,8,0,true,0,-2
2025.02.06 07:27:53.828,MF1,G42111188,failed,1,1847259,1720,1726,63,8,0,true,0,-2
2025.02.06 07:28:01.724,MF1,G42111611,failed,1,1847270,1400,104008,63,8,0,true,0,-2
2025.02.06 07:28:27.229,MF1,G42112925,failed,1,1847099,1200,102004,63,8,0,true,0,-2
2025.02.06 07:28:27.651,MF1,G42112943,failed,1,1847273,1631,1726,63,8,0,true,0,-2
2025.02.06 07:28:34.589,MF1,G42113327,failed,1,1847273,1720,1726,63,8,0,true,0,-2
2025.02.06 07:28:41.391,MF1,G42113666,failed,1,1847029,1631,1716,63,8,0,true,0,-2
2025.02.06 07:28:44.803,MF1,G42113836,failed,1,1847027,1200,102004,63,8,0,true,0,-2
2025.02.06 07:28:45.194,MF1,G42113859,failed,1,1847029,1710,1716,63,8,0,true,0,-2
2025.02.06 07:28:47.585,MF1,G42113983,failed,1,1847258,1631,1726,63,8,0,true,0,-2
2025.02.06 07:28:54.572,MF1,G42114357,failed,1,1847258,1720,1726,63,8,0,true,0,-2
2025.02.06 07:29:23.123,MF1,G42115888,failed,1,1847056,1300,103006,63,8,0,true,0,-2
2025.02.06 07:29:25.498,MF1,G42116021,failed,1,1847044,1200,102003,63,8,0,true,0,-2
2025.02.06 07:29:54.995,MF1,G42117572,failed,1,1847111,1631,1716,63,8,0,true,0,-2
2025.02.06 07:29:58.980,MF1,G42117796,failed,1,1847111,1710,1716,63,8,0,true,0,-2
2025.02.06 07:30:01.762,MF1,G42117937,failed,1,1847067,1631,1716,63,8,0,true,0,-2
2025.02.06 07:30:05.840,MF1,G42118158,failed,1,1847067,1710,1716,63,8,0,true,0,-2
2025.02.06 07:30:07.622,MF1,G42118254,failed,1,1847110,1300,103006,63,8,0,true,0,-2
2025.02.06 07:30:46.307,MF1,G42120261,failed,1,1847015,1631,1716,63,8,0,true,0,-2
2025.02.06 07:30:50.105,MF1,G42120524,failed,1,1847015,1710,1716,63,8,0,true,0,-2
2025.02.06 07:30:53.842,MF1,G42120706,failed,1,1847032,1631,1716,63,8,0,true,0,-2
2025.02.06 07:30:57.515,MF1,G42120948,failed,1,1847029,1300,103005,63,8,0,true,0,-2
2025.02.06 07:30:57.655,MF1,G42120969,failed,1,1847032,1710,1716,63,8,0,true,0,-2
2025.02.06 07:31:15.552,MF1,G42121916,failed,1,1847247,1200,102004,63,8,0,true,0,-2
2025.02.06 07:31:34.284,MF1,G42123080,failed,1,1847268,1200,102003,63,8,0,true,0,-2
2025.02.06 07:31:42.503,MF1,G42123540,failed,1,1847249,1100,101001,63,8,0,true,0,-2
2025.02.06 07:31:45.707,MF1,G42123696,failed,1,1847023,1631,1716,63,8,0,true,0,-2
2025.02.06 07:31:49.946,MF1,G42123882,failed,1,1847023,1710,1716,63,8,0,true,0,-2
2025.02.06 07:31:52.181,MF1,G42124021,failed,1,1847079,1631,1716,63,8,0,true,0,-2
2025.02.06 07:31:55.978,MF1,G42124247,failed,1,1847079,1710,1716,63,8,0,true,0,-2
2025.02.06 07:32:02.842,MF1,G42124706,failed,1,1847263,1100,101001,63,8,0,true,0,-2
2025.02.06 07:32:17.751,MF1,G42125620,failed,1,1847271,1631,1726,63,8,0,true,0,-2
2025.02.06 07:32:22.801,MF1,G42125866,failed,1,1847274,1631,1726,63,8,0,true,0,-2
2025.02.06 07:32:23.426,MF1,G42125905,failed,1,1847271,1720,1726,63,8,0,true,0,-2
2025.02.06 07:32:28.243,MF1,G42126235,failed,1,1847259,1200,102003,63,8,0,true,0,-2
2025.02.06 07:32:28.868,MF1,G42126278,failed,1,1847105,1631,1716,63,8,0,true,0,-2
2025.02.06 07:32:32.165,MF1,G42126516,failed,1,1847274,1720,1726,63,8,0,true,0,-2
2025.02.06 07:32:33.165,MF1,G42126613,failed,1,1847105,1710,1716,63,8,0,true,0,-2
2025.02.06 07:32:38.588,MF1,G42126962,failed,1,1847273,1200,102004,63,8,0,true,0,-2
2025.02.06 07:32:53.120,MF1,G42127736,failed,1,1847266,1631,1726,63,8,0,true,0,-2
2025.02.06 07:33:00.059,MF1,G42128166,failed,1,1847266,1720,1726,63,8,0,true,0,-2
2025.02.06 07:33:02.903,MF1,G42128344,failed,1,1847258,1100,101001,63,8,0,true,0,-2
2025.02.06 07:33:10.857,MF1,G42128790,failed,1,1847255,1631,1726,63,8,0,true,0,-2
2025.02.06 07:33:17.737,MF1,G42129237,failed,1,1847252,1631,1726,63,8,0,true,0,-2
2025.02.06 07:33:17.816,MF1,G42129246,failed,1,1847255,1720,1726,63,8,0,true,0,-2
2025.02.06 07:33:23.785,MF1,G42129656,failed,1,1847267,1631,1726,63,8,0,true,0,-2
2025.02.06 07:33:26.366,MF1,G42129826,failed,1,1847252,1720,1726,63,8,0,true,0,-2
2025.02.06 07:33:30.757,MF1,G42130065,failed,1,1847267,1720,1726,63,8,0,true,0,-2
2025.02.06 07:33:42.637,MF1,G42130630,failed,1,1847111,1300,103006,63,8,0,true,0,-2
2025.02.06 07:34:38.605,MF1,G42132207,failed,1,1847244,1631,1726,63,8,0,true,0,-2
2025.02.06 07:34:38.621,MF1,G42132208,failed,1,1847067,1300,103005,63,8,0,true,0,-2
2025.02.06 07:34:38.652,MF1,G42132215,failed,1,1847244,1720,1726,63,8,0,true,0,-2
2025.02.06 07:34:38.762,MF1,G42132222,failed,1,1847015,1300,103006,63,8,0,true,0,-2
2025.02.06 07:34:38.965,MF1,G42132235,failed,1,1847101,1631,1716,63,8,0,true,0,-2
2025.02.06 07:34:39.027,MF1,G42132239,failed,1,1847101,1710,1716,63,8,0,true,0,-2
2025.02.06 07:34:45.984,MF1,G42132760,failed,1,1847023,1400,104007,63,8,0,true,0,-2
2025.02.06 07:34:55.505,MF1,G42133420,failed,1,1847380,1740,1746,63,8,0,true,0,-2
2025.02.06 07:34:59.852,MF1,G42133723,failed,1,1847379,1740,1746,63,8,0,true,0,-2
2025.02.06 07:35:05.028,MF1,G42134055,failed,1,1847381,1740,1746,63,8,0,true,0,-2
2025.02.06 07:35:07.934,MF1,G42134272,failed,1,1847032,1631,104007,63,8,0,true,0,-2
2025.02.06 07:35:39.750,MF1,G42136061,failed,1,1847382,1740,1746,63,8,0,true,0,-2
2025.02.06 07:35:41.782,MF1,G42136120,failed,1,1847035,1631,1716,63,8,0,true,0,-2
2025.02.06 07:35:46.782,MF1,G42136265,failed,1,1847035,1710,1716,63,8,0,true,0,-2
2025.02.06 07:35:48.392,MF1,G42136298,failed,1,1847097,1631,1716,63,8,0,true,0,-2
2025.02.06 07:35:53.849,MF1,G42136422,failed,1,1847097,1710,1716,63,8,0,true,0,-2
2025.02.06 07:36:15.668,MF1,G42137377,failed,1,1847032,1300,103006,63,8,0,true,0,-2
2025.02.06 07:36:19.637,MF1,G42137581,failed,1,1847266,1200,102004,63,8,0,true,0,-2
2025.02.06 07:36:22.231,MF1,G42137706,failed,1,1847274,1400,104008,63,8,0,true,0,-2
2025.02.06 07:36:39.625,MF1,G42138247,failed,1,1847383,1200,102003,63,8,0,true,0,-2
2025.02.06 07:36:41.547,MF1,G42138308,failed,1,1847253,1631,1726,63,8,0,true,0,-2
2025.02.06 07:36:41.672,MF1,G42138327,failed,1,1847384,1300,103005,63,8,0,true,0,-2
2025.02.06 07:36:41.859,MF1,G42138337,failed,1,1847253,1720,1726,63,8,0,true,0,-2
2025.02.06 07:36:41.937,MF1,G42138350,failed,1,1847360,1631,1716,63,8,0,true,0,-2
2025.02.06 07:36:45.721,MF1,G42138555,failed,1,1847360,1710,1716,63,8,0,true,0,-2
2025.02.06 07:36:48.161,MF1,G42138694,failed,1,1847325,1631,1716,63,8,0,true,0,-2
2025.02.06 07:36:54.224,MF1,G42139032,failed,1,1847325,1710,1716,63,8,0,true,0,-2
2025.02.06 07:36:59.365,MF1,G42139276,failed,1,1847312,1631,1716,63,8,0,true,0,-2
2025.02.06 07:37:05.162,MF1,G42139663,failed,1,1847312,1710,1716,63,8,0,true,0,-2
2025.02.06 07:37:05.569,MF1,G42139691,failed,1,1847356,1631,1716,63,8,0,true,0,-2
2025.02.06 07:37:09.432,MF1,G42139966,failed,1,1847356,1710,1716,63,8,0,true,0,-2
2025.02.06 07:37:12.010,MF1,G42140153,failed,1,1847275,1631,1726,63,8,0,true,0,-2
2025.02.06 07:37:18.480,MF1,G42140553,failed,1,1847269,1631,1726,63,8,0,true,0,-2
2025.02.06 07:37:18.964,MF1,G42140587,failed,1,1847275,1720,1726,63,8,0,true,0,-2
2025.02.06 07:37:25.418,MF1,G42140926,failed,1,1847269,1720,1726,63,8,0,true,0,-2
2025.02.06 07:37:48.161,MF1,G42141922,failed,1,1847252,1300,103005,63,8,0,true,0,-2
2025.02.06 07:37:56.668,MF1,G42142317,failed,1,1847267,1300,103005,63,8,0,true,0,-2
2025.02.06 07:38:25.235,MF1,G42143697,failed,1,1847253,1300,103005,63,8,0,true,0,-2
2025.02.06 07:38:26.610,MF1,G42143766,failed,1,1847256,1631,1726,63,8,0,true,0,-2
2025.02.06 07:38:33.532,MF1,G42144090,failed,1,1847256,1720,1726,63,8,0,true,0,-2
2025.02.06 07:38:42.924,MF1,G42144509,failed,1,1847261,1631,1726,63,8,0,true,0,-2
2025.02.06 07:38:49.319,MF1,G42144813,failed,1,1847272,1631,1726,63,8,0,true,0,-2
2025.02.06 07:38:49.803,MF1,G42144844,failed,1,1847261,1720,1726,63,8,0,true,0,-2
2025.02.06 07:39:04.813,MF1,G42145304,failed,1,1847272,1720,1726,63,8,0,true,0,-2
2025.02.06 07:39:05.016,MF1,G42145325,failed,1,1847097,1100,101001,63,8,0,true,0,-2
2025.02.06 07:39:24.049,MF1,G42146169,failed,1,1847251,1631,1726,63,8,0,true,0,-2
2025.02.06 07:39:30.255,MF1,G42146466,failed,1,1847278,1631,1726,63,8,0,true,0,-2
2025.02.06 07:39:31.006,MF1,G42146505,failed,1,1847251,1720,1726,63,8,0,true,0,-2
2025.02.06 07:39:37.163,MF1,G42146804,failed,1,1847278,1720,1726,63,8,0,true,0,-2
2025.02.06 07:39:52.848,MF1,G42147200,failed,1,1847335,1631,1716,63,8,0,true,0,-2
2025.02.06 07:39:55.105,MF1,G42147310,failed,1,1847335,1710,1716,63,8,0,true,0,-2
2025.02.06 07:39:57.437,MF1,G42147420,failed,1,1847363,1631,1716,63,8,0,true,0,-2
2025.02.06 07:40:01.284,MF1,G42147602,failed,1,1847363,1710,1716,63,8,0,true,0,-2
2025.02.06 07:40:07.925,MF1,G42147913,failed,1,1847289,1631,1716,63,8,0,true,0,-2
2025.02.06 07:40:11.707,MF1,G42148090,failed,1,1847289,1710,1716,63,8,0,true,0,-2
2025.02.06 07:43:09.487,MF1,G42155818,failed,1,1847360,1400,104007,63,8,0,true,0,-2
2025.02.06 07:43:40.853,MF1,G42157278,failed,1,1847325,1400,104008,63,8,0,true,0,-2
2025.02.06 07:43:55.638,MF1,G42157956,failed,1,1847304,1631,1716,63,8,0,true,0,-2
2025.02.06 07:43:59.471,MF1,G42158140,failed,1,1847304,1710,1716,63,8,0,true,0,-2
2025.02.06 07:45:27.168,MF1,G42160801,failed,1,1847327,1631,1716,63,8,0,true,0,-2
2025.02.06 07:45:27.230,MF1,G42160804,failed,1,1847327,1710,1716,63,8,0,true,0,-2
2025.02.06 07:45:45.935,MF1,G42161518,failed,1,1847335,1400,104008,63,8,0,true,0,-2
2025.02.06 07:45:56.819,MF1,G42161775,failed,1,1847312,1631,104007,63,8,0,true,0,-2
2025.02.06 07:45:57.913,MF1,G42161832,failed,1,1847385,1740,1746,63,8,0,true,0,-2
2025.02.06 07:45:58.679,MF1,G42161878,failed,1,1847386,1740,1746,63,8,0,true,0,-2
2025.02.06 07:46:11.915,MF1,G42162317,failed,1,1847356,1631,1057,63,8,0,true,0,-2
2025.02.06 07:46:38.147,MF1,G42163631,failed,1,1847328,1631,1716,63,8,0,true,0,-2
2025.02.06 07:46:48.226,MF1,G42163943,failed,1,1847328,1710,1716,63,8,0,true,0,-2
2025.02.06 07:46:48.476,MF1,G42163978,failed,1,1847312,1300,103006,63,8,0,true,0,-2
2025.02.06 07:46:48.789,MF1,G42164029,failed,1,1847340,1631,1716,63,8,0,true,0,-2
2025.02.06 07:46:50.805,MF1,G42164124,failed,1,1847269,1100,101002,63,8,0,true,0,-2
2025.02.06 07:46:52.227,MF1,G42164196,failed,1,1847340,1710,1716,63,8,0,true,0,-2
2025.02.06 07:46:54.524,MF1,G42164316,failed,1,1847343,1631,1716,63,8,0,true,0,-2
2025.02.06 07:46:58.352,MF1,G42164512,failed,1,1847343,1710,1716,63,8,0,true,0,-2
2025.02.06 07:47:05.575,MF1,G42164861,failed,1,1847356,1200,102003,63,8,0,true,0,-2
2025.02.06 07:47:18.783,MF1,G42165410,failed,1,1847256,1300,103006,63,8,0,true,0,-2
2025.02.06 07:47:18.861,MF1,G42165420,failed,1,1847261,1100,101002,63,8,0,true,0,-2
2025.02.06 07:47:40.337,MF1,G42166435,failed,1,1847276,1631,1726,63,8,0,true,0,-2
2025.02.06 07:47:47.354,MF1,G42166705,failed,1,1847323,1631,1716,63,8,0,true,0,-2
2025.02.06 07:47:47.417,MF1,G42166715,failed,1,1847276,1720,1726,63,8,0,true,0,-2
2025.02.06 07:47:50.948,MF1,G42166902,failed,1,1847323,1710,1716,63,8,0,true,0,-2
2025.02.06 07:48:54.907,MF1,G42169484,failed,1,1847257,1631,1726,63,8,0,true,0,-2
2025.02.06 07:49:01.049,MF1,G42169782,failed,1,1847250,1631,1726,63,8,0,true,0,-2
2025.02.06 07:49:01.830,MF1,G42169840,failed,1,1847257,1720,1726,63,8,0,true,0,-2
2025.02.06 07:49:13.644,MF1,G42170234,failed,1,1847250,1720,1726,63,8,0,true,0,-2
2025.02.06 07:49:40.628,MF1,G42171719,failed,1,1847289,1200,102004,63,8,0,true,0,-2
2025.02.06 07:49:50.378,MF1,G42172228,failed,1,1847304,1100,101001,63,8,0,true,0,-2
2025.02.06 07:50:12.974,MF1,G42172833,failed,1,1847251,1200,102004,63,8,0,true,0,-2
2025.02.06 07:50:22.085,MF1,G42173040,failed,1,1847265,1631,1726,63,8,0,true,0,-2
2025.02.06 07:50:23.666,MF1,G42173083,failed,1,1847276,1100,101002,63,8,0,true,0,-2
2025.02.06 07:50:29.140,MF1,G42173206,failed,1,1847265,1720,1726,63,8,0,true,0,-2
2025.02.06 07:50:45.423,MF1,G42173731,failed,1,1847315,1631,1716,63,8,0,true,0,-2
2025.02.06 07:50:46.454,MF1,G42173815,failed,1,1847257,1200,102003,63,8,0,true,0,-2
2025.02.06 07:50:49.314,MF1,G42174000,failed,1,1847315,1710,1716,63,8,0,true,0,-2
2025.02.06 07:50:53.519,MF1,G42174240,failed,1,1847371,1631,1716,63,8,0,true,0,-2
2025.02.06 07:50:57.504,MF1,G42174381,failed,1,1847371,1710,1716,63,8,0,true,0,-2
2025.02.06 07:50:59.598,MF1,G42174452,failed,1,1847250,1200,102004,63,8,0,true,0,-2
2025.02.06 07:51:22.966,MF1,G42175002,failed,1,1847396,1631,1726,63,8,0,true,0,-2
2025.02.06 07:51:22.982,MF1,G42175003,failed,1,1847396,1720,1726,63,8,0,true,0,-2
2025.02.06 07:51:28.783,MF1,G42175185,failed,1,1847411,1631,1726,63,8,0,true,0,-2
2025.02.06 07:51:34.643,MF1,G42175369,failed,1,1847405,1631,1726,63,8,0,true,0,-2
2025.02.06 07:51:35.034,MF1,G42175384,failed,1,1847411,1720,1726,63,8,0,true,0,-2
2025.02.06 07:51:41.758,MF1,G42175602,failed,1,1847405,1720,1726,63,8,0,true,0,-2
2025.02.06 07:52:01.641,MF1,G42175966,failed,1,1847414,1631,1726,63,8,0,true,0,-2
2025.02.06 07:52:01.672,MF1,G42175968,failed,1,1847414,1720,1726,63,8,0,true,0,-2
